"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"8/15/2023","8/15/2023","8/17/2023","TM","Toyota
CUSIP: 892331307","Sell","1","$165.24","$165.24"
"8/15/2023","8/15/2023","8/17/2023","F","Ford Motor
CUSIP: 345370860","Buy","1","$12.03","($12.03)"
"8/15/2023","8/15/2023","8/17/2023","F","Ford Motor
CUSIP: 345370860","Buy","0.247401","$12.02","($2.97)"
"7/31/2023","7/31/2023","8/2/2023","F","Ford Motor
CUSIP: 345370860","Buy","16","$12.94","($207.04)"
"7/17/2023","7/17/2023","7/19/2023","YUMC","Yum China
CUSIP: 98850P109","Buy","0.060159","$59.74","($3.59)"
"7/17/2023","7/17/2023","7/19/2023","BACHY","Bank of China
CUSIP: 06426M104","Buy","3","$8.86","($26.58)"
"6/6/2023","6/6/2023","6/6/2023","JNJ","Cash Div: R/D 2023-05-23 P/D 2023-06-06 - 0.361417 shares at 1.19","CDIV","","","$0.43"
"6/6/2023","6/6/2023","6/6/2023","TM","Sponsored ADR: Agency Processing Fee at $0.03","DFEE","","","($0.03)"
"6/6/2023","6/6/2023","6/6/2023","TM","Cash Div: R/D 2023-03-31 P/D 2023-06-06 - 1 shares at 2.495881","CDIV","","","$2.50"
"6/6/2023","6/6/2023","6/6/2023","TM","Foreign Tax Witholding at $0.38","DTAX","","","($0.38)"
"6/6/2023","6/6/2023","6/6/2023","","Internal transfer from rhs_account account to rhs_traditional_ira account","ITRF","","","($200.00)"
"6/1/2023","6/1/2023","6/1/2023","F","Cash Div: R/D 2023-04-26 P/D 2023-06-01 - 36.027027 shares at 0.15","CDIV","","","$5.40"
"4/26/2023","4/26/2023","4/28/2023","AMZN","Amazon
CUSIP: 023135106","Sell","4","$106.75","$427.00"
"3/27/2023","3/27/2023","3/27/2023","","ACH CANCEL","ACH","","","$3,200.00"
"3/27/2023","3/27/2023","3/27/2023","","ACH Withdrawal","ACH","","","($3,200.00)"
"3/23/2023","3/23/2023","3/27/2023","MSFT","Microsoft
CUSIP: 594918104","Sell","2.275899","$278.06","$632.83"
"3/17/2023","3/17/2023","3/17/2023","","ACH Deposit","ACH","","","$800.00"
"3/13/2023","3/13/2023","3/13/2023","DIA","Cash Div: R/D 2023-02-21 P/D 2023-03-13 - 0.870518 shares at 0.55216","CDIV","","","$0.48"
"3/13/2023","3/13/2023","3/15/2023","F","Ford Motor
CUSIP: 345370860","Buy","2","$11.89","($23.78)"
"3/9/2023","3/9/2023","3/9/2023","MSFT","Cash Div: R/D 2023-02-16 P/D 2023-03-09 - 2.275899 shares at 0.68","CDIV","","","$1.55"
"3/7/2023","3/7/2023","3/7/2023","JNJ","Cash Div: R/D 2023-02-21 P/D 2023-03-07 - 0.322657 shares at 1.13","CDIV","","","$0.36"
"3/1/2023","3/1/2023","3/1/2023","F","Cash Div: R/D 2023-02-13 P/D 2023-03-01 - 32.027027 shares at 0.15","CDIV","","","$4.80"
"3/1/2023","3/1/2023","3/1/2023","F","Cash Div: R/D 2023-02-13 P/D 2023-03-01 - 32.027027 shares at 0.65","CDIV","","","$20.82"
"2/21/2023","2/21/2023","2/23/2023","TM","Toyota
CUSIP: 892331307","Buy","1","$139.00","($139.00)"
"2/21/2023","2/21/2023","2/23/2023","F","Ford Motor
CUSIP: 345370860","Buy","2","$12.37","($24.74)"
"2/21/2023","2/21/2023","2/23/2023","JNJ","Johnson & Johnson
CUSIP: 478160104","Buy","0.03876","$159.62","($6.19)"
"2/17/2023","2/17/2023","2/22/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Sell","0.870518","$338.10","$294.32"
"2/9/2023","2/9/2023","2/13/2023","AMZN","Amazon
CUSIP: 023135106","Buy","2","$98.00","($196.00)"
"2/9/2023","2/9/2023","2/13/2023","MSFT","Microsoft
CUSIP: 594918104","Buy","2","$264.00","($528.00)"
"2/9/2023","2/9/2023","2/13/2023","MSFT","Microsoft
CUSIP: 594918104","Sell","2","$273.57","$547.12"
"2/3/2023","2/3/2023","2/7/2023","F","Ford Motor
CUSIP: 345370860","Buy","15","$12.87","($193.05)"
"2/3/2023","2/3/2023","2/7/2023","F","Ford Motor
CUSIP: 345370860","Buy","17","$13.00","($221.00)"
"2/2/2023","2/2/2023","2/6/2023","F","Ford Motor
CUSIP: 345370860","Sell","17","$14.46","$245.74"
"2/1/2023","2/1/2023","2/3/2023","F","Ford Motor
CUSIP: 345370860","Buy","7","$13.53","($94.71)"
"2/1/2023","2/1/2023","2/3/2023","AMZN","Amazon
CUSIP: 023135106","Buy","1","$102.69","($102.69)"
"2/1/2023","2/1/2023","2/3/2023","MSFT","Microsoft
CUSIP: 594918104","Buy","0.4","$248.00","($99.20)"
"2/1/2023","2/1/2023","2/3/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Buy","0.3","$339.05","($101.72)"
"2/1/2023","2/1/2023","2/3/2023","NFLX","Netflix
CUSIP: 64110L106","Buy","0.3","$353.57","($106.07)"
"2/1/2023","2/1/2023","2/3/2023","AMZN","Amazon
CUSIP: 023135106","Buy","1","$102.67","($102.67)"
"2/1/2023","2/1/2023","2/3/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Buy","0.3","$338.86","($101.66)"
"2/1/2023","2/1/2023","2/3/2023","F","Ford Motor
CUSIP: 345370860","Buy","8","$13.52","($108.16)"
"1/31/2023","1/31/2023","2/2/2023","F","Ford Motor
CUSIP: 345370860","Sell","25","$13.44","$336.00"
"1/31/2023","1/31/2023","2/2/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Sell","2","$337.60","$675.18"
"1/30/2023","1/30/2023","2/1/2023","NFLX","Netflix
CUSIP: 64110L106","Buy","0.141378","$353.66","($50.00)"
"1/30/2023","1/30/2023","2/1/2023","AMZN","Amazon
CUSIP: 023135106","Buy","0.001585","$100.94","($0.16)"
"1/30/2023","1/30/2023","2/1/2023","AMZN","Amazon
CUSIP: 023135106","Buy","0.321782","$100.94","($32.48)"
"1/26/2023","1/26/2023","1/30/2023","TM","Toyota
CUSIP: 892331307","Sell","7.975585","$145.52","$1,160.58"
"1/26/2023","1/26/2023","1/30/2023","TM","Toyota
CUSIP: 892331307","Sell","0.014149","$145.88","$2.06"
"1/24/2023","2/24/2023","1/26/2023","TM","Toyota
CUSIP: 892331307","Buy","1.703113","$146.03","($248.71)"
"1/24/2023","2/24/2023","1/26/2023","TM","Toyota
CUSIP: 892331307","BCXL","1.703113","$146.79","$250.00"
"1/24/2023","1/24/2023","1/26/2023","TM","Toyota
CUSIP: 892331307","Buy","1.703113","$146.79","($250.00)"
"1/23/2023","1/23/2023","1/25/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Buy","2.270518","$334.69","($759.92)"
"1/23/2023","1/23/2023","1/23/2023","","ACH Deposit","ACH","","","$1,000.00"
"1/17/2023","1/17/2023","1/17/2023","DIA","Cash Div: R/D 2022-12-19 P/D 2023-01-17 - 1.145857 shares at 0.75039","CDIV","","","$0.86"
"1/17/2023","1/17/2023","1/17/2023","","ACH Deposit","ACH","","","$250.00"
"1/10/2023","1/10/2023","1/10/2023","","ACH Withdrawal","ACH","","","($686.11)"
"1/4/2023","1/4/2023","1/6/2023","NFLX","Netflix
CUSIP: 64110L106","Sell","1.00661","$298.00","$299.97"
"1/4/2023","1/4/2023","1/6/2023","NFLX","Netflix
CUSIP: 64110L106","Sell","0.006769","$298.20","$2.02"
"1/4/2023","1/4/2023","1/6/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Sell","1","$332.63","$332.63"
"1/4/2023","1/4/2023","1/6/2023","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Sell","0.145857","$332.62","$48.52"
"12/29/2022","12/29/2022","1/3/2023","F","Ford Motor
CUSIP: 345370860","Buy","27.027027","$11.10","($300.00)"
"12/29/2022","12/29/2022","1/3/2023","JNJ","Johnson & Johnson
CUSIP: 478160104","Sell","1.275528","$177.55","$226.47"
"12/29/2022","12/29/2022","1/3/2023","JNJ","Johnson & Johnson
CUSIP: 478160104","Sell","0.414529","$177.38","$73.53"
"12/29/2022","12/29/2022","12/29/2022","","ACH Deposit","ACH","","","$300.00"
"12/12/2022","12/12/2022","12/14/2022","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Buy","0.603796","$336.14","($202.96)"
"12/12/2022","12/12/2022","12/12/2022","","ACH Deposit","ACH","","","$200.00"
"12/12/2022","12/12/2022","12/12/2022","","ACH Deposit","ACH","","","$300.00"
"12/9/2022","12/9/2022","12/13/2022","MSFT","Microsoft
CUSIP: 594918104
order batcher","Buy","0.00515","$246.58","($1.27)"
"12/8/2022","12/8/2022","12/8/2022","MSFT","Cash Div: R/D 2022-11-17 P/D 2022-12-08 - 1.870749 shares at 0.68","CDIV","","","$1.27"
"12/8/2022","12/8/2022","12/12/2022","TM","Toyota
CUSIP: 892331307
order batcher","Buy","0.064157","$142.15","($9.12)"
"12/7/2022","12/7/2022","12/7/2022","TM","Sponsored ADR: Agency Processing Fee at $0.16","DFEE","","","($0.16)"
"12/7/2022","12/7/2022","12/7/2022","TM","Foreign Tax Witholding at $1.68","DTAX","","","($1.68)"
"12/7/2022","12/7/2022","12/7/2022","TM","Cash Div: R/D 2022-09-30 P/D 2022-12-07 - 6.222464 shares at 1.762072","CDIV","","","$10.96"
"12/7/2022","12/7/2022","12/9/2022","JNJ","Johnson & Johnson
CUSIP: 478160104
order batcher","Buy","0.012714","$177.75","($2.26)"
"12/6/2022","12/6/2022","12/6/2022","JNJ","Cash Div: R/D 2022-11-22 P/D 2022-12-06 - 2 shares at 1.13","CDIV","","","$2.26"
"11/21/2022","11/21/2022","11/23/2022","DIA","SPDR Dow Jones Industrial Average ETF
CUSIP: 78467X109","Buy","0.542061","$337.54","($182.97)"
"11/21/2022","11/21/2022","11/23/2022","SPY","SPDR S&P 500 ETF Trust
CUSIP: 78462F103","Sell","0.4634","$394.64","$182.88"
"11/16/2022","11/16/2022","11/18/2022","SPY","SPDR S&P 500 ETF Trust
CUSIP: 78462F103","Buy","0.4634","$395.31","($183.19)"
"11/16/2022","11/16/2022","11/18/2022","JNJ","Johnson & Johnson
CUSIP: 478160104","Sell","0.95","$173.15","$164.49"
"11/15/2022","11/15/2022","11/17/2022","JNJ","Johnson & Johnson
CUSIP: 478160104","Buy","2","$172.19","($344.38)"
"11/15/2022","11/15/2022","11/17/2022","JNJ","Johnson & Johnson
CUSIP: 478160104","Buy","0.45","$172.31","($77.54)"
"11/15/2022","11/15/2022","11/17/2022","JNJ","Johnson & Johnson
CUSIP: 478160104","Buy","0.5","$172.34","($86.17)"
"11/15/2022","11/15/2022","11/15/2022","","ACH Deposit","ACH","","","$200.00"
"11/14/2022","11/14/2022","11/16/2022","NFLX","Netflix
CUSIP: 64110L106","Buy","0.6","$300.60","($180.36)"
"11/14/2022","11/14/2022","11/14/2022","","ACH Deposit","ACH","","","$516.00"
"10/26/2022","10/26/2022","10/28/2022","NFLX","Netflix
CUSIP: 64110L106","Buy","0.413379","$290.29","($120.00)"
"10/26/2022","10/26/2022","10/26/2022","","ACH Deposit","ACH","","","$120.00"
"9/8/2022","9/8/2022","9/8/2022","MSFT","Cash Div: R/D 2022-08-18 P/D 2022-09-08 - 1.870749 shares at 0.62","CDIV","","","$1.16"
"8/15/2022","8/15/2022","8/17/2022","TM","Toyota
CUSIP: 892331307","Buy","5.997946","$160.71","($963.93)"
"8/15/2022","8/15/2022","8/17/2022","TM","Toyota
CUSIP: 892331307","Buy","0.224518","$160.66","($36.07)"
"8/15/2022","8/15/2022","8/15/2022","","ACH Deposit","ACH","","","$1,000.00"
"6/9/2022","6/9/2022","6/13/2022","MSFT","Microsoft
CUSIP: 594918104","Buy","0.011149","$267.27","($2.98)"
"6/9/2022","6/9/2022","6/13/2022","MSFT","Microsoft
CUSIP: 594918104","Buy","1.8596","$267.27","($497.02)"
"6/9/2022","6/9/2022","6/9/2022","","ACH Deposit","ACH","","","$500.00"
""
"","","","","","","","","","The data provided is for informational purposes only. Please consult a professional tax service or personal tax advisor if you need instructions on how to calculate cost basis or questions regarding your specific tax situation. Reminder: This data does not include Robinhood Crypto or Robinhood Spending activity."
